"Time (UTC),""Belgium (BE) > Germany (DE) Day Ahead [MW]"",""Belgium (BE) > Germany (DE) Total [MW]"",""Germany (DE) > Belgium (BE) Day Ahead [MW]"",""Germany (DE) > Belgium (BE) Total [MW]"""
"04.01.2021 05:30 - 04.01.2021 05:45,""0"",""0"",""520"",""520"""
"04.01.2021 05:45 - 04.01.2021 06:00,""0"",""0"",""520"",""520"""
"04.01.2021 06:00 - 04.01.2021 06:15,""0"",""0"",""1000"",""1000"""
"04.01.2021 06:15 - 04.01.2021 06:30,""0"",""0"",""1000"",""1000"""
"04.01.2021 06:30 - 04.01.2021 06:45,""0"",""0"",""1000"",""1000"""
"04.01.2021 06:45 - 04.01.2021 07:00,""0"",""0"",""1000"",""1000"""
"04.01.2021 07:00 - 04.01.2021 07:15,""0"",""21"",""1000"",""1000"""
"04.01.2021 07:15 - 04.01.2021 07:30,""0"",""21"",""1000"",""1000"""
"04.01.2021 07:30 - 04.01.2021 07:45,""0"",""21"",""1000"",""1000"""
"04.01.2021 07:45 - 04.01.2021 08:00,""0"",""21"",""1000"",""1000"""
"04.01.2021 08:00 - 04.01.2021 08:15,""0"",""0"",""538"",""538"""
"04.01.2021 08:15 - 04.01.2021 08:30,""0"",""0"",""538"",""538"""
"04.01.2021 08:30 - 04.01.2021 08:45,""0"",""0"",""538"",""538"""
"04.01.2021 08:45 - 04.01.2021 09:00,""0"",""0"",""538"",""538"""
"04.01.2021 09:00 - 04.01.2021 09:15,""73"",""73"",""0"",""0"""
"04.01.2021 09:15 - 04.01.2021 09:30,""73"",""73"",""0"",""0"""
"04.01.2021 09:30 - 04.01.2021 09:45,""73"",""73"",""0"",""0"""
"04.01.2021 09:45 - 04.01.2021 10:00,""73"",""73"",""0"",""0"""
"04.01.2021 10:00 - 04.01.2021 10:15,""0"",""0"",""0"",""0"""
"04.01.2021 10:15 - 04.01.2021 10:30,""0"",""0"",""0"",""0"""
"04.01.2021 10:30 - 04.01.2021 10:45,""0"",""0"",""0"",""0"""
"04.01.2021 10:45 - 04.01.2021 11:00,""0"",""0"",""0"",""0"""
"04.01.2021 11:00 - 04.01.2021 11:15,""0"",""0"",""249"",""249"""
"04.01.2021 11:15 - 04.01.2021 11:30,""0"",""0"",""249"",""249"""
"04.01.2021 11:30 - 04.01.2021 11:45,""0"",""0"",""249"",""249"""
"04.01.2021 11:45 - 04.01.2021 12:00,""0"",""0"",""249"",""249"""
"04.01.2021 12:00 - 04.01.2021 12:15,""0"",""0"",""217"",""217"""
"04.01.2021 12:15 - 04.01.2021 12:30,""0"",""0"",""217"",""217"""
"04.01.2021 12:30 - 04.01.2021 12:45,""0"",""0"",""217"",""217"""
"04.01.2021 12:45 - 04.01.2021 13:00,""0"",""0"",""217"",""217"""
"04.01.2021 13:00 - 04.01.2021 13:15,""0"",""0"",""337"",""337"""
"04.01.2021 13:15 - 04.01.2021 13:30,""0"",""0"",""337"",""337"""
"04.01.2021 13:30 - 04.01.2021 13:45,""0"",""0"",""337"",""337"""
"04.01.2021 13:45 - 04.01.2021 14:00,""0"",""0"",""337"",""337"""
"04.01.2021 14:00 - 04.01.2021 14:15,""1000"",""1000"",""0"",""0"""
"04.01.2021 14:15 - 04.01.2021 14:30,""1000"",""1000"",""0"",""0"""
"04.01.2021 14:30 - 04.01.2021 14:45,""1000"",""1000"",""0"",""0"""
"04.01.2021 14:45 - 04.01.2021 15:00,""1000"",""1000"",""0"",""0"""
"04.01.2021 15:00 - 04.01.2021 15:15,""1000"",""1000"",""0"",""0"""
"04.01.2021 15:15 - 04.01.2021 15:30,""1000"",""1000"",""0"",""0"""
"04.01.2021 15:30 - 04.01.2021 15:45,""1000"",""1000"",""0"",""0"""
"04.01.2021 15:45 - 04.01.2021 16:00,""1000"",""1000"",""0"",""0"""
"04.01.2021 16:00 - 04.01.2021 16:15,""0"",""112"",""942"",""942"""
"04.01.2021 16:15 - 04.01.2021 16:30,""0"",""33"",""942"",""942"""
"04.01.2021 16:30 - 04.01.2021 16:45,""0"",""28"",""942"",""942"""
"04.01.2021 16:45 - 04.01.2021 17:00,""0"",""28"",""942"",""942"""
"04.01.2021 17:00 - 04.01.2021 17:15,""0"",""0"",""1000"",""1000"""
"04.01.2021 17:15 - 04.01.2021 17:30,""0"",""0"",""1000"",""1000"""
"04.01.2021 17:30 - 04.01.2021 17:45,""0"",""0"",""1000"",""1000"""
"04.01.2021 17:45 - 04.01.2021 18:00,""0"",""0"",""1000"",""1000"""
"04.01.2021 18:00 - 04.01.2021 18:15,""0"",""0"",""470"",""470"""
"04.01.2021 18:15 - 04.01.2021 18:30,""0"",""0"",""470"",""470"""
"04.01.2021 18:30 - 04.01.2021 18:45,""0"",""0"",""470"",""470"""
"04.01.2021 18:45 - 04.01.2021 19:00,""0"",""0"",""470"",""470"""
"04.01.2021 19:00 - 04.01.2021 19:15,""0"",""0"",""816"",""816"""
"04.01.2021 19:15 - 04.01.2021 19:30,""0"",""0"",""816"",""816"""
"04.01.2021 19:30 - 04.01.2021 19:45,""0"",""0"",""816"",""816"""
"04.01.2021 19:45 - 04.01.2021 20:00,""0"",""0"",""816"",""816"""
"04.01.2021 20:00 - 04.01.2021 20:15,""0"",""0"",""490"",""490"""
"04.01.2021 20:15 - 04.01.2021 20:30,""0"",""0"",""490"",""490"""
"04.01.2021 20:30 - 04.01.2021 20:45,""0"",""0"",""490"",""490"""
"04.01.2021 20:45 - 04.01.2021 21:00,""0"",""0"",""490"",""490"""
"04.01.2021 21:00 - 04.01.2021 21:15,""0"",""0"",""1000"",""1000"""
"04.01.2021 21:15 - 04.01.2021 21:30,""0"",""0"",""1000"",""1000"""
"04.01.2021 21:30 - 04.01.2021 21:45,""0"",""0"",""1000"",""1000"""
"04.01.2021 21:45 - 04.01.2021 22:00,""0"",""0"",""1000"",""1000"""
"04.01.2021 22:00 - 04.01.2021 22:15,""0"",""0"",""1000"",""1000"""
"04.01.2021 22:15 - 04.01.2021 22:30,""0"",""0"",""1000"",""1000"""
"04.01.2021 22:30 - 04.01.2021 22:45,""0"",""0"",""1000"",""1000"""
"04.01.2021 22:45 - 04.01.2021 23:00,""0"",""0"",""1000"",""1000"""
"04.01.2021 23:00 - 04.01.2021 23:15,""0"",""0"",""1000"",""1000"""
"04.01.2021 23:15 - 04.01.2021 23:30,""0"",""0"",""1000"",""1000"""
"04.01.2021 23:30 - 04.01.2021 23:45,""0"",""0"",""1000"",""1000"""
"04.01.2021 23:45 - 05.01.2021 00:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 00:00 - 05.01.2021 00:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 00:15 - 05.01.2021 00:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 00:30 - 05.01.2021 00:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 00:45 - 05.01.2021 01:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 01:00 - 05.01.2021 01:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 01:15 - 05.01.2021 01:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 01:30 - 05.01.2021 01:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 01:45 - 05.01.2021 02:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 02:00 - 05.01.2021 02:15,""0"",""0"",""710"",""710"""
"05.01.2021 02:15 - 05.01.2021 02:30,""0"",""0"",""710"",""710"""
"05.01.2021 02:30 - 05.01.2021 02:45,""0"",""0"",""710"",""710"""
"05.01.2021 02:45 - 05.01.2021 03:00,""0"",""0"",""710"",""710"""
"05.01.2021 03:00 - 05.01.2021 03:15,""0"",""0"",""722"",""722"""
"05.01.2021 03:15 - 05.01.2021 03:30,""0"",""0"",""722"",""722"""
"05.01.2021 03:30 - 05.01.2021 03:45,""0"",""0"",""722"",""722"""
"05.01.2021 03:45 - 05.01.2021 04:00,""0"",""0"",""722"",""722"""
"05.01.2021 04:00 - 05.01.2021 04:15,""0"",""56"",""1000"",""1000"""
"05.01.2021 04:15 - 05.01.2021 04:30,""0"",""23"",""1000"",""1000"""
"05.01.2021 04:30 - 05.01.2021 04:45,""0"",""23"",""1000"",""1000"""
"05.01.2021 04:45 - 05.01.2021 05:00,""0"",""23"",""1000"",""1000"""
"05.01.2021 05:00 - 05.01.2021 05:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 05:15 - 05.01.2021 05:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 05:30 - 05.01.2021 05:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 05:45 - 05.01.2021 06:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 06:00 - 05.01.2021 06:15,""0"",""0"",""727"",""727"""
"05.01.2021 06:15 - 05.01.2021 06:30,""0"",""0"",""727"",""727"""
"05.01.2021 06:30 - 05.01.2021 06:45,""0"",""0"",""727"",""727"""
"05.01.2021 06:45 - 05.01.2021 07:00,""0"",""0"",""727"",""727"""
"05.01.2021 07:00 - 05.01.2021 07:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 07:15 - 05.01.2021 07:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 07:30 - 05.01.2021 07:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 07:45 - 05.01.2021 08:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 08:00 - 05.01.2021 08:15,""0"",""85"",""1000"",""1000"""
"05.01.2021 08:15 - 05.01.2021 08:30,""0"",""85"",""1000"",""1000"""
"05.01.2021 08:30 - 05.01.2021 08:45,""0"",""85"",""1000"",""1000"""
"05.01.2021 08:45 - 05.01.2021 09:00,""0"",""85"",""1000"",""1000"""
"05.01.2021 09:00 - 05.01.2021 09:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 09:15 - 05.01.2021 09:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 09:30 - 05.01.2021 09:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 09:45 - 05.01.2021 10:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 10:00 - 05.01.2021 10:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 10:15 - 05.01.2021 10:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 10:30 - 05.01.2021 10:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 10:45 - 05.01.2021 11:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 11:00 - 05.01.2021 11:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 11:15 - 05.01.2021 11:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 11:30 - 05.01.2021 11:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 11:45 - 05.01.2021 12:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 12:00 - 05.01.2021 12:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 12:15 - 05.01.2021 12:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 12:30 - 05.01.2021 12:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 12:45 - 05.01.2021 13:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 13:00 - 05.01.2021 13:15,""0"",""29"",""1000"",""1000"""
"05.01.2021 13:15 - 05.01.2021 13:30,""0"",""29"",""1000"",""1000"""
"05.01.2021 13:30 - 05.01.2021 13:45,""0"",""29"",""1000"",""1000"""
"05.01.2021 13:45 - 05.01.2021 14:00,""0"",""29"",""1000"",""1000"""
"05.01.2021 14:00 - 05.01.2021 14:15,""0"",""20"",""951"",""951"""
"05.01.2021 14:15 - 05.01.2021 14:30,""0"",""3"",""951"",""951"""
"05.01.2021 14:30 - 05.01.2021 14:45,""0"",""3"",""951"",""951"""
"05.01.2021 14:45 - 05.01.2021 15:00,""0"",""3"",""951"",""951"""
"05.01.2021 15:00 - 05.01.2021 15:15,""0"",""22"",""1000"",""1000"""
"05.01.2021 15:15 - 05.01.2021 15:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 15:30 - 05.01.2021 15:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 15:45 - 05.01.2021 16:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 16:00 - 05.01.2021 16:15,""0"",""1"",""1000"",""1000"""
"05.01.2021 16:15 - 05.01.2021 16:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 16:30 - 05.01.2021 16:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 16:45 - 05.01.2021 17:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 17:00 - 05.01.2021 17:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 17:15 - 05.01.2021 17:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 17:30 - 05.01.2021 17:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 17:45 - 05.01.2021 18:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 18:00 - 05.01.2021 18:15,""0"",""0"",""824"",""824"""
"05.01.2021 18:15 - 05.01.2021 18:30,""0"",""0"",""824"",""824"""
"05.01.2021 18:30 - 05.01.2021 18:45,""0"",""0"",""824"",""824"""
"05.01.2021 18:45 - 05.01.2021 19:00,""0"",""0"",""824"",""824"""
"05.01.2021 19:00 - 05.01.2021 19:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 19:15 - 05.01.2021 19:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 19:30 - 05.01.2021 19:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 19:45 - 05.01.2021 20:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 20:00 - 05.01.2021 20:15,""0"",""0"",""1000"",""1000"""
"05.01.2021 20:15 - 05.01.2021 20:30,""0"",""0"",""1000"",""1000"""
"05.01.2021 20:30 - 05.01.2021 20:45,""0"",""0"",""1000"",""1000"""
"05.01.2021 20:45 - 05.01.2021 21:00,""0"",""0"",""1000"",""1000"""
"05.01.2021 21:00 - 05.01.2021 21:15,""0"",""72"",""1000"",""1000"""
"05.01.2021 21:15 - 05.01.2021 21:30,""0"",""72"",""1000"",""1000"""
"05.01.2021 21:30 - 05.01.2021 21:45,""0"",""72"",""1000"",""1000"""
"05.01.2021 21:45 - 05.01.2021 22:00,""0"",""72"",""1000"",""1000"""
"05.01.2021 22:00 - 05.01.2021 22:15,""0"",""125"",""1000"",""1000"""
"05.01.2021 22:15 - 05.01.2021 22:30,""0"",""125"",""1000"",""1000"""
"05.01.2021 22:30 - 05.01.2021 22:45,""0"",""125"",""1000"",""1000"""
"05.01.2021 22:45 - 05.01.2021 23:00,""0"",""125"",""1000"",""1000"""
"05.01.2021 23:00 - 05.01.2021 23:15,""0"",""0"",""81"",""81"""
"05.01.2021 23:15 - 05.01.2021 23:30,""0"",""0"",""81"",""81"""
"05.01.2021 23:30 - 05.01.2021 23:45,""0"",""0"",""81"",""81"""
"05.01.2021 23:45 - 06.01.2021 00:00,""0"",""0"",""81"",""81"""
"06.01.2021 00:00 - 06.01.2021 00:15,""0"",""0"",""356"",""356"""
"06.01.2021 00:15 - 06.01.2021 00:30,""0"",""0"",""356"",""356"""
"06.01.2021 00:30 - 06.01.2021 00:45,""0"",""0"",""356"",""356"""
"06.01.2021 00:45 - 06.01.2021 01:00,""0"",""0"",""356"",""356"""
"06.01.2021 01:00 - 06.01.2021 01:15,""0"",""0"",""776"",""776"""
"06.01.2021 01:15 - 06.01.2021 01:30,""0"",""0"",""776"",""776"""
"06.01.2021 01:30 - 06.01.2021 01:45,""0"",""0"",""776"",""776"""
"06.01.2021 01:45 - 06.01.2021 02:00,""0"",""0"",""776"",""776"""
"06.01.2021 02:00 - 06.01.2021 02:15,""0"",""0"",""438"",""438"""
"06.01.2021 02:15 - 06.01.2021 02:30,""0"",""0"",""438"",""438"""
"06.01.2021 02:30 - 06.01.2021 02:45,""0"",""0"",""438"",""438"""
"06.01.2021 02:45 - 06.01.2021 03:00,""0"",""0"",""438"",""438"""
"06.01.2021 03:00 - 06.01.2021 03:15,""0"",""19"",""329"",""348"""
"06.01.2021 03:15 - 06.01.2021 03:30,""0"",""19"",""329"",""348"""
"06.01.2021 03:30 - 06.01.2021 03:45,""0"",""19"",""329"",""348"""
"06.01.2021 03:45 - 06.01.2021 04:00,""0"",""19"",""329"",""348"""
"06.01.2021 04:00 - 06.01.2021 04:15,""0"",""5"",""25"",""29"""
"06.01.2021 04:15 - 06.01.2021 04:30,""0"",""5"",""25"",""29"""
"06.01.2021 04:30 - 06.01.2021 04:45,""0"",""5"",""25"",""29"""
"06.01.2021 04:45 - 06.01.2021 05:00,""0"",""5"",""25"",""29"""
"06.01.2021 05:00 - 06.01.2021 05:15,""5"",""5"",""0"",""0"""
"06.01.2021 05:15 - 06.01.2021 05:30,""5"",""5"",""0"",""0"""
"06.01.2021 05:30 - 06.01.2021 05:45,""5"",""5"",""0"",""0"""
"06.01.2021 05:45 - 06.01.2021 06:00,""5"",""5"",""0"",""0"""
"06.01.2021 06:00 - 06.01.2021 06:15,""0"",""264"",""1000"",""1000"""
"06.01.2021 06:15 - 06.01.2021 06:30,""0"",""264"",""1000"",""1000"""
"06.01.2021 06:30 - 06.01.2021 06:45,""0"",""264"",""1000"",""1000"""
"06.01.2021 06:45 - 06.01.2021 07:00,""0"",""264"",""1000"",""1000"""
"06.01.2021 07:00 - 06.01.2021 07:15,""0"",""46"",""1000"",""1000"""
"06.01.2021 07:15 - 06.01.2021 07:30,""0"",""46"",""1000"",""1000"""
"06.01.2021 07:30 - 06.01.2021 07:45,""0"",""46"",""1000"",""1000"""
"06.01.2021 07:45 - 06.01.2021 08:00,""0"",""46"",""1000"",""1000"""
"06.01.2021 08:00 - 06.01.2021 08:15,""0"",""0"",""789"",""789"""
"06.01.2021 08:15 - 06.01.2021 08:30,""0"",""0"",""789"",""789"""
"06.01.2021 08:30 - 06.01.2021 08:45,""0"",""0"",""789"",""789"""
"06.01.2021 08:45 - 06.01.2021 09:00,""0"",""0"",""789"",""789"""
"06.01.2021 09:00 - 06.01.2021 09:15,""0"",""0"",""1000"",""1000"""
"06.01.2021 09:15 - 06.01.2021 09:30,""0"",""0"",""1000"",""1000"""
"06.01.2021 09:30 - 06.01.2021 09:45,""0"",""0"",""1000"",""1000"""
"06.01.2021 09:45 - 06.01.2021 10:00,""0"",""0"",""1000"",""1000"""
"06.01.2021 10:00 - 06.01.2021 10:15,""0"",""0"",""1000"",""1000"""
"06.01.2021 10:15 - 06.01.2021 10:30,""0"",""0"",""1000"",""1000"""
"06.01.2021 10:30 - 06.01.2021 10:45,""0"",""0"",""1000"",""1000"""
"06.01.2021 10:45 - 06.01.2021 11:00,""0"",""0"",""1000"",""1000"""
"06.01.2021 11:00 - 06.01.2021 11:15,""0"",""0"",""956"",""956"""
"06.01.2021 11:15 - 06.01.2021 11:30,""0"",""0"",""956"",""956"""
"06.01.2021 11:30 - 06.01.2021 11:45,""0"",""0"",""956"",""956"""
"06.01.2021 11:45 - 06.01.2021 12:00,""0"",""0"",""956"",""956"""
"06.01.2021 12:00 - 06.01.2021 12:15,""0"",""0"",""946"",""946"""
"06.01.2021 12:15 - 06.01.2021 12:30,""0"",""0"",""946"",""946"""
"06.01.2021 12:30 - 06.01.2021 12:45,""0"",""0"",""946"",""946"""
"06.01.2021 12:45 - 06.01.2021 13:00,""0"",""0"",""946"",""946"""
"06.01.2021 13:00 - 06.01.2021 13:15,""0"",""0"",""1000"",""1000"""
"06.01.2021 13:15 - 06.01.2021 13:30,""0"",""0"",""1000"",""1000"""
"06.01.2021 13:30 - 06.01.2021 13:45,""0"",""0"",""1000"",""1000"""
"06.01.2021 13:45 - 06.01.2021 14:00,""0"",""0"",""1000"",""1000"""
"06.01.2021 14:00 - 06.01.2021 14:15,""0"",""0"",""1000"",""1000"""
"06.01.2021 14:15 - 06.01.2021 14:30,""0"",""0"",""1000"",""1000"""
"06.01.2021 14:30 - 06.01.2021 14:45,""0"",""0"",""1000"",""1000"""
"06.01.2021 14:45 - 06.01.2021 15:00,""0"",""0"",""1000"",""1000"""
"06.01.2021 15:00 - 06.01.2021 15:15,""0"",""10"",""1000"",""1000"""
"06.01.2021 15:15 - 06.01.2021 15:30,""0"",""0"",""1000"",""1000"""
"06.01.2021 15:30 - 06.01.2021 15:45,""0"",""0"",""1000"",""1000"""
"06.01.2021 15:45 - 06.01.2021 16:00,""0"",""0"",""1000"",""1000"""
"06.01.2021 16:00 - 06.01.2021 16:15,""0"",""46"",""1000"",""1000"""
"06.01.2021 16:15 - 06.01.2021 16:30,""0"",""0"",""1000"",""1000"""
"06.01.2021 16:30 - 06.01.2021 16:45,""0"",""0"",""1000"",""1000"""
"06.01.2021 16:45 - 06.01.2021 17:00,""0"",""0"",""1000"",""1000"""
"06.01.2021 17:00 - 06.01.2021 17:15,""0"",""0"",""934"",""934"""
"06.01.2021 17:15 - 06.01.2021 17:30,""0"",""0"",""934"",""934"""
"06.01.2021 17:30 - 06.01.2021 17:45,""0"",""0"",""934"",""934"""
"06.01.2021 17:45 - 06.01.2021 18:00,""0"",""0"",""934"",""934"""
"06.01.2021 18:00 - 06.01.2021 18:15,""69"",""69"",""0"",""0"""
"06.01.2021 18:15 - 06.01.2021 18:30,""69"",""69"",""0"",""0"""
"06.01.2021 18:30 - 06.01.2021 18:45,""69"",""69"",""0"",""0"""
"06.01.2021 18:45 - 06.01.2021 19:00,""69"",""69"",""0"",""0"""
"06.01.2021 19:00 - 06.01.2021 19:15,""0"",""0"",""905"",""905"""
"06.01.2021 19:15 - 06.01.2021 19:30,""0"",""0"",""905"",""905"""
"06.01.2021 19:30 - 06.01.2021 19:45,""0"",""0"",""905"",""905"""
"06.01.2021 19:45 - 06.01.2021 20:00,""0"",""0"",""905"",""905"""
"06.01.2021 20:00 - 06.01.2021 20:15,""0"",""0"",""880"",""880"""
"06.01.2021 20:15 - 06.01.2021 20:30,""0"",""0"",""880"",""880"""
"06.01.2021 20:30 - 06.01.2021 20:45,""0"",""0"",""880"",""880"""
"06.01.2021 20:45 - 06.01.2021 21:00,""0"",""0"",""880"",""880"""
"06.01.2021 21:00 - 06.01.2021 21:15,""0"",""213"",""968"",""968"""
"06.01.2021 21:15 - 06.01.2021 21:30,""0"",""213"",""968"",""968"""
"06.01.2021 21:30 - 06.01.2021 21:45,""0"",""164"",""968"",""968"""
"06.01.2021 21:45 - 06.01.2021 22:00,""0"",""164"",""968"",""968"""
"06.01.2021 22:00 - 06.01.2021 22:15,""0"",""12"",""880"",""889"""
"06.01.2021 22:15 - 06.01.2021 22:30,""0"",""12"",""880"",""889"""
"06.01.2021 22:30 - 06.01.2021 22:45,""0"",""12"",""880"",""889"""
"06.01.2021 22:45 - 06.01.2021 23:00,""0"",""12"",""880"",""889"""
"06.01.2021 23:00 - 06.01.2021 23:15,""0"",""0"",""562"",""562"""
"06.01.2021 23:15 - 06.01.2021 23:30,""0"",""0"",""562"",""562"""
"06.01.2021 23:30 - 06.01.2021 23:45,""0"",""0"",""562"",""562"""
"06.01.2021 23:45 - 07.01.2021 00:00,""0"",""0"",""562"",""562"""
"07.01.2021 00:00 - 07.01.2021 00:15,""0"",""0"",""713"",""713"""
"07.01.2021 00:15 - 07.01.2021 00:30,""0"",""0"",""713"",""713"""
"07.01.2021 00:30 - 07.01.2021 00:45,""0"",""0"",""713"",""713"""
"07.01.2021 00:45 - 07.01.2021 01:00,""0"",""0"",""713"",""713"""
"07.01.2021 01:00 - 07.01.2021 01:15,""0"",""0"",""484"",""484"""
"07.01.2021 01:15 - 07.01.2021 01:30,""0"",""0"",""484"",""484"""
"07.01.2021 01:30 - 07.01.2021 01:45,""0"",""0"",""484"",""484"""
"07.01.2021 01:45 - 07.01.2021 02:00,""0"",""0"",""484"",""484"""
"07.01.2021 02:00 - 07.01.2021 02:15,""0"",""0"",""672"",""672"""
"07.01.2021 02:15 - 07.01.2021 02:30,""0"",""0"",""672"",""672"""
"07.01.2021 02:30 - 07.01.2021 02:45,""0"",""0"",""672"",""672"""
"07.01.2021 02:45 - 07.01.2021 03:00,""0"",""0"",""672"",""672"""
"07.01.2021 03:00 - 07.01.2021 03:15,""0"",""0"",""485"",""485"""
"07.01.2021 03:15 - 07.01.2021 03:30,""0"",""0"",""485"",""485"""
"07.01.2021 03:30 - 07.01.2021 03:45,""0"",""0"",""485"",""485"""
"07.01.2021 03:45 - 07.01.2021 04:00,""0"",""0"",""485"",""485"""
"07.01.2021 04:00 - 07.01.2021 04:15,""0"",""0"",""132"",""132"""
"07.01.2021 04:15 - 07.01.2021 04:30,""0"",""0"",""132"",""132"""
"07.01.2021 04:30 - 07.01.2021 04:45,""0"",""0"",""132"",""132"""
"07.01.2021 04:45 - 07.01.2021 05:00,""0"",""0"",""132"",""132"""
"07.01.2021 05:00 - 07.01.2021 05:15,""0"",""0"",""1000"",""1000"""
"07.01.2021 05:15 - 07.01.2021 05:30,""0"",""0"",""1000"",""1000"""
"07.01.2021 05:30 - 07.01.2021 05:45,""0"",""0"",""1000"",""1000"""
"07.01.2021 05:45 - 07.01.2021 06:00,""0"",""0"",""1000"",""1000"""
"07.01.2021 06:00 - 07.01.2021 06:15,""877"",""877"",""0"",""0"""
"07.01.2021 06:15 - 07.01.2021 06:30,""877"",""877"",""0"",""0"""
"07.01.2021 06:30 - 07.01.2021 06:45,""877"",""877"",""0"",""0"""
"07.01.2021 06:45 - 07.01.2021 07:00,""877"",""877"",""0"",""0"""
"07.01.2021 07:00 - 07.01.2021 07:15,""490"",""494"",""0"",""59"""
"07.01.2021 07:15 - 07.01.2021 07:30,""490"",""494"",""0"",""59"""
"07.01.2021 07:30 - 07.01.2021 07:45,""490"",""494"",""0"",""59"""
"07.01.2021 07:45 - 07.01.2021 08:00,""490"",""494"",""0"",""59"""
"07.01.2021 08:00 - 07.01.2021 08:15,""508"",""508"",""0"",""0"""
"07.01.2021 08:15 - 07.01.2021 08:30,""508"",""508"",""0"",""0"""
"07.01.2021 08:30 - 07.01.2021 08:45,""508"",""508"",""0"",""0"""
"07.01.2021 08:45 - 07.01.2021 09:00,""508"",""508"",""0"",""0"""
"07.01.2021 09:00 - 07.01.2021 09:15,""654"",""656"",""0"",""8"""
"07.01.2021 09:15 - 07.01.2021 09:30,""654"",""656"",""0"",""8"""
"07.01.2021 09:30 - 07.01.2021 09:45,""654"",""656"",""0"",""8"""
"07.01.2021 09:45 - 07.01.2021 10:00,""654"",""656"",""0"",""8"""
"07.01.2021 10:00 - 07.01.2021 10:15,""652"",""748"",""0"",""602"""
"07.01.2021 10:15 - 07.01.2021 10:30,""652"",""746"",""0"",""602"""
"07.01.2021 10:30 - 07.01.2021 10:45,""652"",""746"",""0"",""602"""
"07.01.2021 10:45 - 07.01.2021 11:00,""652"",""746"",""0"",""602"""
"07.01.2021 11:00 - 07.01.2021 11:15,""815"",""934"",""0"",""676"""
"07.01.2021 11:15 - 07.01.2021 11:30,""815"",""934"",""0"",""671"""
"07.01.2021 11:30 - 07.01.2021 11:45,""815"",""934"",""0"",""671"""
"07.01.2021 11:45 - 07.01.2021 12:00,""815"",""934"",""0"",""671"""
"07.01.2021 12:00 - 07.01.2021 12:15,""832"",""1023"",""0"",""634"""
"07.01.2021 12:15 - 07.01.2021 12:30,""832"",""1023"",""0"",""634"""
"07.01.2021 12:30 - 07.01.2021 12:45,""832"",""1023"",""0"",""634"""
"07.01.2021 12:45 - 07.01.2021 13:00,""832"",""1023"",""0"",""634"""
"07.01.2021 13:00 - 07.01.2021 13:15,""0"",""0"",""151"",""158"""
"07.01.2021 13:15 - 07.01.2021 13:30,""0"",""0"",""151"",""160"""
"07.01.2021 13:30 - 07.01.2021 13:45,""0"",""0"",""151"",""161"""
"07.01.2021 13:45 - 07.01.2021 14:00,""0"",""0"",""151"",""161"""
"07.01.2021 14:00 - 07.01.2021 14:15,""0"",""55"",""685"",""891"""
